5.3669137,51.03576756,#almagrancuveè #bellavista #franciacorta #lombardia #italy #sparkling #bubbly #bubbels #winelove… https://t.co/WBG6dVU8gt
12.47428637,41.89431327,Put this on your list. #roma #italy #food @ Roscioli Wine &amp; Food https://t.co/BYSw4RYVmX
-119.69080081,34.41492371,A must read is @wineenthusiast The Italy Issue with a feature on "Collio, The Country's Best… https://t.co/UbSp3OoEa9
9.2,45.4667,#blondeprize #melomeritomeritoio #whitewine @ Milan, Italy https://t.co/yVn0FFf0pZ
#vino #wine #whitewine #Marche #Italy… https://t.co/zHMsq4Eo1j
10.65174933,44.01701825,wine. #doors #italy #traveling #thatsadoor @ Casabasciana https://t.co/AQ76B9kCJm
-74.578369,39.414787,2 for $60 #chickenparmesan #wine ckmondaviwines #vealparm #shrimp #eggplantparm @ A Touch of Italy https://t.co/r9fIa73i6K
14.48333333,40.63333333,#italy #italia #positano #amalfitancoast #seafood #beach #wine @… https://t.co/Mg4q818OmJ
-75.7122879,45.4055405,@@divinoottawa DiVino Wine Studio #Little Italy #Ottawa https://t.co/XiSQpT2RVY Excellent https://t.co/mIq7SH2TH4
12.482636,41.9004628,#roma #Italy #fontanadetrevi 🇮🇹 #wine 🍷 @ Fontana Di Trevi-Roma https://t.co/u4WmZGXzDE
6.74454564,51.26133851,Today is Italy's turn #trevisiana #italianwine @ Prowein 2016 https://t.co/OP8rdW41Nv
11.24771043,43.77588758,Tuscan Wine Country #ChiantiClassico #Travel #Italy #Florence #Tuscany #HannaTravel #NoFilter… https://t.co/gWWTYbkkWB
11.4833,43.05,Of course we enjoy some of the finest wines in the world when in Italy on our Candelaria Design… https://t.co/I6CLje9P0L
-114.0762634,51.0439491,Amarone anyone? #beltlineyyc #iamdowntownyyc #bottega #italy #amarone #yycwine #yyc #calgary… https://t.co/V4jtfwL4wE
11.34386015,44.49873094,Спасибо lashchukovich и @nstarichenkov за фото! #bologna #vino #wine #italy #italia #passeggiata… https://t.co/raoyVYCyZC
-84.28786,33.766626,What do you mean you're not drinking Monica? @lecaveauwine knows where its at #wine #italy… https://t.co/ntAjIFWuyH
11.65289971,46.72000271,And now vino..... With "snacks." #redwine #vino #italy #bressanone #brixton #sangiovese… https://t.co/jmVMEwc40H
7.54055517,44.76264519,Vale la pena... Soci di #renaissance #winelover @ Moretta CN Italy https://t.co/xuCSdY3kG8
12.13665585,46.53716462,It's about that time 🍷🍷#fragolino #cortinadampezzo #ecoteca #cortina #italy #wine @ Enoteca… https://t.co/qtWWr01Y6U
10.9833,45.4333,Disfrutando de un rico vino en la ciudad de Verona~Italia🇮🇹🍷 #verona #italy #redwine #italia… https://t.co/JfytagQHxg
-73.95865928,40.71877683,sunday night = PASTA 🍝 night! @f_panella's cacio e pepe felt like italy 🇮🇹! food, service, wine… https://t.co/3p9hUeHZtD
11.86334007,42.98810498,What's with the #wine? It's #icecream time! In a friendly bar near #Sarteano #Toscana #Italy.… https://t.co/txWy2N2uwy
-0.065,51.492,Sunday night goals #wine #italy #valpolicella #sunday #instagay #gay… https://t.co/A0bvS7UpIa
11.24695,43.76614,Let's stay together! #vino #wine #tamero #Firenze #turismo #italy #Itália #turistacarimbada… https://t.co/wCzIomwScD
7.9455199,44.6380997,#winetasting aureliosettimo 
#winery #winetour #italy #vino #annunziata #lamorra #wine #piedmont… https://t.co/T6UKJ77Ttg
11.25,43.7833,Hello world. #florence #firenze #bff30 #laverosisposa #wineandlove #bff3 @ Florence, Italy https://t.co/jes03oTUFT
11.2649,43.76243,Nothing to wine about @ Piazzale Michaelangelo, Firenze, Italy https://t.co/O9iD7vfJ4s
12.33446165,45.43751763,Four glasses of wine later makes for a happy Rachel. @ Grand Canal Of Venice, Italy https://t.co/Yz4lVm9T7z
8.45182,44.7261,Wineyards Piedmont. #wine #wineyards #discover #italy #barbera @glorialeonesio @ Alice Bel Colle https://t.co/pYWdgtwG4E
-115.147,36.2285,A lovely Saturday afternoon 😎🍷🌞✌#Torai #MussolinVinum #winelover #crystals #skulls #Italy… https://t.co/fLlLfBj6tr
10.3833,43.7167,After 6 hours cooking, the dinner it's ready!! #italy #winelover #enologia #food #erasmus @… https://t.co/MDABK0eTeF
11.25,43.7833,Aperitiv #laverosisposa #wineandlove  #bff30 #florence #firenze @ Florence, Italy https://t.co/XrIbhmCtSH
11.25,43.7833,#crystalball #bff30 #wineandlove #laverosisposa @ Florence, Italy https://t.co/4hMdiXfKFv
11.25,43.7833,Friends #happiness #laverosisposa  #firenze #florence #wineandlove #bff30 @ Florence, Italy https://t.co/UxYC1qqSFB
10.3833,43.7167,A great dinner it's coming! #erasmus #pisa #enologia #utad #winelover #castellodibrolio  #italy… https://t.co/9MJcgpOjBv
-81.598687,41.508392,Try https://t.co/BMTjw1qYIv A popular destination for local residents, professionals working at nearby #Wine #menu
9.20181466,45.48565267,Sipping #wine on the terrace with a view of #milano centrale station #italy @ Excelsior Hotel… https://t.co/OiJtEjU6K4

